stazione,idStazione,idRegione
ROBECCO-PONTEVICO,S01904,Lombardia
ROBILANTE,S00615,Piemonte
ROCCA DI CORNO,S07410,Abruzzo
ROCCA DI FONDI,S07409,Lazio
ROCCA D`EVANDRO,S09200,Lazio
ROCCA IMPERIALE,S11804,Calabria
ROCCA RAVINDOLA,S09058,Molise
ROCCABERNARDA,S11828,Calabria
ROCCACIGLIE`,S00740,Piemonte
ROCCADEBALDI,S00905,Piemonte
ROCCAGRIMALDA,S04006,Piemonte
ROCCALUMERA MANDANICI,S12312,Sicilia
ROCCAMURATA,S06159,Emilia Romagna
ROCCAPALUMBA-ALIA,S12204,Sicilia
ROCCARASO,S08906,Abruzzo
ROCCASECCA,S08668,Lazio
ROCCASTRADA,S06823,Toscana
ROCCAVALDINA,S12046,
ROCCAVIONE,S00614,Piemonte
ROCCAVIVI,S08814,
ROCCELLA JONICA,S11847,Calabria
ROCCHETTA CAIRO,S00878,Liguria
ROCCHETTA S.ANT.LAC.,S11205,Puglia
ROCCHETTA TANARO CERRO,S00466,Piemonte
RODALLO,S00159,Piemonte
ROGOLO,S01423,Lombardia
ROLO NOVI FABBRICO,S02346,Emilia Romagna
ROMA AURELIA,S08025,Lazio
ROMA BALDUINA,S08327,
ROMA CASILINA,S08674,Lazio
ROMA MONTE MARIO,S08322,Lazio
ROMA NOMENTANA L.L.,S08236,Lazio
ROMA NOMENTANA LM,S08232,
ROMA OSTIENSE,S08406,Lazio
ROMA PRENESTINA,S08500,Lazio
ROMA S.FILIPPO NERI,S08325,Lazio
ROMA S.PIETRO,S08323,Lazio
ROMA TIBURTINA,S08217,Lazio
ROMA TIBURTINA PIAZZALE EST,S08226,Lazio
ROMA TRASTEVERE,S08405,Lazio
ROMA TUSCOLANA,S08408,Lazio
ROMAGNANO SESIA,S00109,Piemonte
ROMAGNANO V.,S09829,Campania
ROMANO,S01711,Lombardia
ROMANORE,S02337,Lombardia
ROMETTA MESSINESE,S12049,Sicilia
RONCANOVA DI GAZZO VER.,S05303,Veneto
RONCEGNO BAGNI-MARTER,S02312,Trentino Alto Adige
RONCHI DEI LEGIONARI NORD,S03309,Friuli-Venezia Giulia
RONCIGLIONE,S08109,Lazio
RONCO SCR.,S04211,Liguria
RONTA,S06606,Toscana
ROSARNO,S11765,Calabria
ROSA`,S02521,Veneto
ROSENHEIM,S03600,
ROSETO CAPO SPULICO,S11806,Calabria
ROSETO DEGLI ABRUZZI,S07804,Abruzzo
ROSIGNANO,S06730,Toscana
ROSOLINA,S05424,Veneto
ROSOLINI,S12422,Sicilia
ROSSANO,S11813,Calabria
ROSSANO VENETO,S02522,Veneto
ROSSIGLIONE,S04104,Liguria
ROSTA,S00215,Piemonte
ROTONDI-PAOLISI,S09016,
ROTTEWEIL,S29411,
ROTTOFRENO,S01950,Emilia Romagna
ROVASENDA,S00053,Piemonte
ROVASENDA ALTA,S00056,Piemonte
ROVATO,S01714,Lombardia
ROVATO CITTA,N00237,
ROVELLASCA - MANERA,N00035,
ROVELLO PORRO,N00034,
ROVERBELLA,S02333,Lombardia
ROVERETO,S02044,Trentino Alto Adige
ROVERETO - S.V. - MEDELANA,S05173,
ROVETO BIMMISCA,S12442,
ROVIANO,S08515,Lazio
ROVIGLIANO,S09771,
ROVIGO,S05706,Veneto
RUBIERA,S05031,Emilia Romagna
RUDALZA,S12895,Sardegna
RUFINA,S06703,Toscana
RUSSI,S05903,Emilia Romagna
RUTINO,S11707,Campania
S SOSTENE,S11838,
S. AMBROGIO,S00213,Piemonte
S. ANGELO CINIGIANO,S06819,
S. ANGELO IN FOR.,S09030,
S. ANTONINO DI SALUGGIA,S00236,Piemonte
S. ANTONINO VAIE,S00211,Piemonte
S. BENIGNO,S00881,
S. CASSIANO VALCHIAVENNA,S01401,Lombardia
S. CRISTINA E BISSONE,S01866,Lombardia
S. DAMIANO D`ASTI,S00461,Piemonte
S. DONA` DI PIAVE,S02666,Veneto
S. EUROSIA,S08739,Lazio
S. FELICE A CANCELLO-ARIENZO,S09019,
S. GENNARO,S08737,
S. GERMANO VERCELLESE,S00243,Piemonte
S. GIACOMO DI TEGLIO,S01436,Lombardia
S. GIOVANNI IN CROCE,S01849,Lombardia
S. GIULIANO MILANESE,S01821,Lombardia
S. GIULIANO PIACENTINO,S01961,Emilia Romagna
S. IORIO,S09029,
S. MAMA,S06079,
S. MARCO,S09022,
S. MARGHERITA LIGURE PORTOFINO,S04718,Liguria
S. MARIA A VICO,S09018,
S. MARIA DELLE MOLE,S08738,Lazio
S. MARTINO V.C.-M.SARCHIO-P.RANO,S09014,
S. NICOLA DI MELFI,S11300,Basilicata
S. PAOLO SOLBRITO,S00463,Piemonte
S. PIETRO A VICO,S06313,Toscana
S. PIETRO AVELLANA-CAPRACOTTA,S08912,Molise
S. PIETRO BERBENNO,S01428,Lombardia
S. PIETRO VERNOTICO,S11141,Puglia
S. STEFANO DI MAGRA,S06170,Liguria
S. STINO DI LIVENZA,S02664,Veneto
S. VINCENZO,S06030,Toscana
S. VITO CHIETINO,S07985,
S. ZENO FOLZANO,S01900,Lombardia
S. ZENONE AL LAMBRO,S01823,Lombardia
S.AGAPITO LONGANO,S09056,
S.AGATA M.,S12027,Sicilia
S.AGATA SUL SANTERNO,S05954,Emilia Romagna
S.ALESSIO SICULO FORZA D`AGRO`,S12315,Sicilia
S.ANDREA DELL`JONIO,S11840,Calabria
S.ANGELO DEI LOMBARDI,S09615,Campania
S.ANNA DI CHIOGGIA,S05411,
S.ANNA ROBELLA,S00434,Piemonte
S.ANTIMO S.ARPINO,S09007,Campania
S.ANTONIO MANTOVANO,S02334,Lombardia
S.ARCANGELO DI ROMAGNA,S05069,Emilia Romagna
S.BENEDETTO DEL TRONTO,S07513,Marche
S.BENIGNO DI CUNEO,S00609,Piemonte
S.BIAGIO,S05805,Emilia Romagna
S.BIAGIO DI CALLALTA,S02761,Veneto
S.CANDIDO,S02114,Trentino Alto Adige
S.CASSIANO,S06615,Emilia Romagna
S.CATALDO,S12382,Sicilia
S.CATERINA DELL`JONIO,S11842,Calabria
S.CLAUDIO,S07312,Marche
S.CRISTOFORO AL LAGO-ISCHIA,S02306,Trentino Alto Adige
S.CROCE DEL LAGO,S02735,Veneto
S.CROCE DEL SANNIO,S09502,Campania
S.DEMETRIO DE` VESTINI,S07418,Abruzzo
S.DONATO MILANESE,S01624,
S.DONNINO BADIA,S06514,Toscana
S.ELENA - ESTE,S05704,Veneto
S.ELLERO,S06905,Toscana
S.EUFEMIA DI BRISIGHELLA,S06616,
S.EUSANIO DEL SANGRO,S07989,
S.FELICE SP,S05313,Emilia Romagna
S.FILIPPO,S07557,Marche
S.FILIPPO-S.LUCIA,S12044,Sicilia
S.FLAVIA,S12009,Sicilia
S.FREDIANO A SETTIMO,S06504,Toscana
S.GIACOMO DI SPOLETO,S07220,Umbria
S.GIORGIO CASALE,S00336,Piemonte
S.GIORGIO DELLE PERTICHE,S02526,Veneto
S.GIORGIO P.,S05723,Emilia Romagna
S.GIOVANNI AL NATISONE,S03031,Friuli-Venezia Giulia
S.GIOVANNI DI CASARSA,S03199,Friuli-Venezia Giulia
S.GIOVANNI D`ASSO,S06816,Toscana
S.GIOVANNI VALDARNO,S06909,Toscana
S.GIULETTA,S01943,Lombardia
S.GIULIANO DEL SANNIO,S09476,
S.GIULIANO PIEMONTE,S01941,Piemonte
S.GIULIANO TERME,S06400,Toscana
S.GIUSEPPE VESUVIANO,S09752,Campania
S.GIUSTINA CESIO,S02562,Veneto
S.ILARIO,S05021,Emilia Romagna
S.LIBERATO,S07235,Umbria
S.LORENZO COLLI,S12132,Sicilia
S.LORENZO LO VECCHIO,S12443,
S.LORENZO MAGGIORE,S09308,Campania
S.LUCIDO MARINA,S11740,Calabria
S.MARCELLINO FRIGNANO,S09005,Campania
S.MARCO ROGGIANO,S11904,Calabria
S.MARIA CAPUA VETERE,S09209,Campania
S.MARIA COLLE SERRA,S09474,
S.MARIA LA BRUNA,S09804,Campania
S.MARIA LA LONGA,S03121,Friuli-Venezia Giulia
S.MARIA OLIVETO,S09059,Molise
S.MARINO,S02501,Veneto
S.MARTINO AL CIMINO,S08307,Lazio
S.MARTINO BUON ALBERGO,S02435,Veneto
S.MARTINO DI LUPARI,S02536,Veneto
S.MARTINO IN GATTARA,S06613,Emilia Romagna
S.MARTINO IN PENSILIS,S09468,Molise
S.MICHELE DI SERINO,S09523,Campania
S.MICHELE IN BOSCO,S01924,Lombardia
S.MINIATO FUCECCHIO,S06509,Toscana
S.NAZARIO,S02503,Veneto
S.NICOLA ARCELLA,S11726,Calabria
S.NICOLA T.,S12012,Sicilia
S.NICOLO',S01951,Emilia Romagna
S.PATRIZIO,S05953,
S.PIERO A SIEVE,S06603,Toscana
S.PIETRO A MAIDA,S11750,Calabria
S.PIETRO IN CASALE,S05722,Emilia Romagna
S.PIETRO IN GU`,S02531,Veneto
S.ROMANO MONTOPOLI S.CROCE,S06508,Toscana
S.SEBASTIANO PO,S00420,Piemonte
S.SEVERINO MARCHE,S07303,Marche
S.SILVESTRO,S00173,Piemonte
S.STEFANO BELBO,S00831,Piemonte
S.STEFANO LODIGIANO,S01829,Lombardia
S.STEFANO UDINESE,S03124,Friuli-Venezia Giulia
S.TOMMASO DEL PIANO,S09630,Basilicata
S.VINCENZO V.R.,S08855,Abruzzo
S.VITO AL TAGLIAMENTO,S02660,Friuli-Venezia Giulia
S.VITO DEI NORMANNI,S11135,Puglia
S.VITO LANCIANO,S07817,Abruzzo
S.VITTORIA,S00822,Piemonte
SACCONAGO,S01754,
SACCONAGO,N00150,
SACILE,S02703,Friuli-Venezia Giulia
SACILE SAN LIBERALE,S03089,Friuli-Venezia Giulia
SAGRADO,S03307,Friuli-Venezia Giulia
SAINT PIERRE,S00161,Valle d'Aosta
SAIRANO,S00408,Lombardia
SAIRANO ZINASCO,S00400,Lombardia
SALA AL BARRO-GALBIATE,S01461,Lombardia
SALA CONSILINA,S09906,Campania
SALANDRA,S11457,Basilicata
SALASSA,S00886,
SALBERTRAND,S00205,Piemonte
SALE LANGHE,S00743,Piemonte
SALE MARASINO,N00213,
SALEMI GIBELLINA,S12114,Sicilia
SALERNO,S09818,Campania
SALERNO IRNO,S09799,
SALETTO,S02394,Veneto
SALICETO,S00744,Piemonte
SALINE DI REGGIO,S11864,Calabria
SALONE,S08502,Lazio
SALORNO,S02034,Trentino Alto Adige
SALSOMAGGIORE T.,S05090,Emilia Romagna
SALUGGIA,S00235,Piemonte
SALUSSOLA,S00074,Piemonte
SALUZZO,S00547,
SALZA IRPINA,S09600,Campania
SALZANO ROBEGANO,S02511,Veneto
SAMASSI SERRENTI,S12885,Sardegna
SAMOGGIA,S05039,Emilia Romagna
SAMOLACO,S01402,Lombardia
SAMPIERI,S12419,Sicilia
SAN BENEDETTO PO,S05155,
SAN BENEDETTO SAMBRO-CAST.PEPOLI,S05134,Emilia Romagna
SAN BONIFACIO,S02440,Veneto
SAN GAVINO,S12882,Sardegna
SAN GIACOMO,S04005,Piemonte
SAN GIORGIO,S12034,Sicilia
SAN GIORGIO DI NOGARO,S03205,Friuli-Venezia Giulia
SAN GIOVANNI,S12804,Sardegna
SAN GIOVANNI IN PERSICETO,S05319,Emilia Romagna
SAN GIULIANO D'AREZZO,S06065,
SAN GIUSEPPE DI CAIRO,S04805,Liguria
SAN LEONARDO DI CUTRO,S11827,Calabria
SAN MARCO D`ALUNZIO T.,S12028,Sicilia
SAN MAURIZIO,S00089,
SAN MAURO LA BRUCA,S11714,Campania
SAN MOMME`,S05118,Toscana
SAN NICOLA VARCO DI EBOLI,S11700,Campania
SAN PIETRO INFINE,S09210,
SAN REMO,S04505,Liguria
SAN ROCCO MANTOVANO,S05157,
SAN SEVERO,S11025,Puglia
SANDIGLIANO,S00072,Piemonte
SANFRE`,S00731,Piemonte
SANGIANO,S01140,Lombardia
SANGINETO,S11733,Calabria
SANGUINETTO,S02384,Veneto
SANLURI STATO,S12883,Sardegna
SANNAZZARO,S00403,Lombardia
SANNICANDRO DI BARI,S11503,Puglia
SANTA DOMENICA,S11786,Calabria
SANTA LUCE,S06023,Toscana
SANTA MARIA DI CATANZARO,S11957,Calabria
SANTA MARINELLA,S08015,Lazio
SANTA SEVERA,S08016,Lazio
SANTA TERESA DI RIVA,S12314,Sicilia
SANTE MARIE,S08521,Abruzzo
SANTERAMO,S11310,Puglia
SANTHIA`,S00240,Piemonte
SANTO STEFANO DI CAMASTRA,S12024,Sicilia
SANTOPADRE,S08817,
SANTUARIO,S04802,Liguria
SANTUARIO INCORONATA,S11201,Puglia
SANT`ANNA,S12897,Sardegna
SANT`ORSOLA,S12806,Sardegna
SANZANO OCCHINO,S09629,Campania
SAPRI,S11721,Campania
SARMATO,S01949,Emilia Romagna
SARNO,S09702,Campania
SARONNO,S01933,Lombardia
SARONNO SUD,S01077,
SARRE,S00136,Valle d'Aosta
SARTIRANA,S00038,Lombardia
SARZANA,S06007,Liguria
SASSA TORNIMPARTE,S07413,Abruzzo
SASSANO TEGGIANO,S09907,Campania
SASSARI,S12807,Sardegna
SASSINORO,S09475,
SASSO MARCONI,S05104,Emilia Romagna
SASSOFERRATO ARCEVIA,S07063,Marche
SASSONE,S08712,Lazio
SAVIGLIANO,S00604,Piemonte
SAVIGNANO GRECI,S09318,Campania
SAVIGNANO SUL RUBICONE,S05068,Emilia Romagna
SAVONA,S04801,Liguria
SAVONA MARITTIMA,S04800,Liguria
SCAFA S.VALENTINO CARAMANICO T,S07707,Abruzzo
SCAFATI,S09811,Campania
SCALA DI GIOCCA,S12814,Sardegna
SCALEA S.DOMENICA TALAO,S11727,Calabria
SCALENGHE,S00540,Piemonte
SCALETTA ZANCLEA,S12309,Sicilia
SCANZANO BELFIORE,S07216,Umbria
SCANZANO J. MONTALBANO J.,S11801,Basilicata
SCARLINO,S06035,Toscana
SCERNE DI PINETO,S07805,Abruzzo
SCHAFFHAUSEN,S03424,
SCHIO,S02140,Veneto
SCHIVENOGLIA,S05158,
SCHWAZ,S01179,
SCICLI,S12418,Sicilia
SCILLA,S11772,Calabria
SCOPETI,S06705,Toscana
SCORCETOLI,S06164,Toscana
SCORDIA,S12278,Sicilia
SCURCOLA MARSICANA,S08524,Abruzzo
SECUGNAGO,S01826,Lombardia
SEDICO BRIBANO,S02560,Veneto
SEGESTA TEMPIO,S12152,Sicilia
SEGNALE DI CONF. RENO EST,S05326,
SEGNALE DI CONF. RENO OVEST,S05325,
SEGRATE,S01715,Lombardia
SELLA DI CORNO,S07411,Abruzzo
SELLERO,N00230,
SELLIA MARINA,S11831,Calabria
SELVA DEL BOCCHETTO,S06155,Emilia Romagna
SENALES,S02210,
SENIGALLIA,S07108,Marche
SEPINO,S09501,Molise
SEREGNO,S01318,Lombardia
SERENELLA,S01073,
SERIATE,S01533,Lombardia
SERINO,S09515,Campania
SERMIDE,S05161,
SERRA S.QUIRICO,S07205,Marche
SERRADIFALCO,S12383,Sicilia
SERRALUNGA CERESETO,S00338,Piemonte
SERRAMANNA NURAMINIS,S12886,Sardegna
SERRAVALLE,S02048,Trentino Alto Adige
SERRAVALLE D`ASTI,S00431,Piemonte
SERRAVALLE PISTOIESE,S06413,Toscana
SERRAVALLE SCRIVIA,S04206,Piemonte
SERRE DI RAPOLANO,S06857,Toscana
SESSA AURUNCA R.,S09000,Campania
SESSANO DEL MOLISE,S08917,Molise
SESTO CALENDE,S01026,Lombardia
SESTO CAMPANO,S09062,Molise
SESTO FIORENTINO,S06418,Toscana
SESTO S. GIOVANNI,S01325,Lombardia
SESTRI LEVANTE,S04725,Liguria
SETTE BAGNI,S08216,Lazio
SETTEQUERCE,S02224,Trentino Alto Adige
SETTIME CINAGLIO MOMBARONE,S00430,Piemonte
SETTIMO,S00229,Piemonte
SETTIMO TAVAGNASCO,S00151,Piemonte
SETTINGIANO,S11954,Calabria
SEVEGLIANO,S03151,Friuli-Venezia Giulia
SEVESO,S01925,Lombardia
SEVNICA,S42100,
SEZANA,S01000,
SEZZE ROMANO,S08609,Lazio
SGURGOLA,S08659,Lazio
SIBARI,S11811,Calabria
SICIGNANO DEGLI ALBURNI,S09827,Campania
SIDERNO,S11850,Calabria
SIECI,S06903,Toscana
SIENA,S06809,Toscana
SIENA ZONA INDUSTRIALE,S06867,Toscana
SIERRE SIDERS,S01509,
SIGNA,S06513,Toscana
SILANDRO,S02205,Trentino Alto Adige
SILIQUA,S12954,Sardegna
SILLA,S05109,Emilia Romagna
SILLAVENGO,S00978,Piemonte
SILVI,S07807,Abruzzo
SIMERI CRICHI,S11832,Calabria
SINALUNGA,S06852,Toscana
SINGEN,S03700,
SIOFOK,S03350,
SION,S01225,
SIPICCIANO,S08300,Lazio
SIPICCIANO S.NICOLA,S08302,
SIPONTO,S11056,Puglia
SIRACUSA,S12349,Sicilia
SIRACUSA M.,S12351,Sicilia
SISTIANA,S03312,Friuli-Venezia Giulia
SIZZANO,S00111,Piemonte
SLUDERNO-GLORENZA,S02201,Trentino Alto Adige
SOFFRATTA,S02732,Veneto
SOLAGNA,S02504,Veneto
SOLAROLO,S05900,Emilia Romagna
SOLARUSSA,S12876,Sardegna
SOLERO,S00469,Piemonte
SOLIERA MODENESE,S02351,Emilia Romagna
SOLIGNANO,S06156,Emilia Romagna
SOLOFRA,S09516,Campania
SOLOPACA,S09307,Campania
SOMMA LOMBARDO,S01028,Lombardia
SOMMACAMPAGNA-SONA,S02094,
SOMMARIVA BOSCO,S00730,Piemonte
SONDRIO,S01430,Lombardia
SONICO,N00234,
SORA,S08857,Lazio
SORESINA,S01607,Lombardia
SORGENTI DEL PESCHIERA,S07434,Lazio
SORI,S04712,Liguria
SOVERATO,S11837,Calabria
SPADAFORA,S12048,Sicilia
SPAGNUOLA,S12106,Sicilia
SPARANISE,S09206,Campania
SPARTIMENTO DI SCISCIANO,S09761,Campania
SPELLO,S07010,Umbria
SPEZZANO ALBANESE TERME,S11901,Calabria
SPIEZ,S07483,
SPIGNO,S00874,Piemonte
SPINAZZOLA,S11304,Puglia
SPINETOLI COLLI,S07552,Marche
SPINETTA,S01940,Piemonte
SPOLETO,S07221,Umbria
SPONDIGNA-PRATO VENOSTA,S02202,Trentino Alto Adige
SPOTORNO NOLI,S04526,Liguria
SPRESIANO,S02709,Veneto
SQUILLACE,S11835,Calabria
SQUINZANO,S11142,Puglia
ST VEIT GLAN,S03633,
ST.DALMAS DE TENDE,S00620,
STAGGIA,S06810,
STANGHELLA,S05705,Veneto
STAZIONE PER L`ALPAGO,S02736,Veneto
STEINACH TIROL,S02264,
STELLATA FICAROLO,S05164,
STICCIANO,S06824,Toscana
STIMIGLIANO,S08212,Lazio
STRADA CASALE,S06617,Emilia Romagna
STRADELLA,S01945,Lombardia
STRAMBINO,S00155,Piemonte
STRASSOLDO,S03150,Friuli-Venezia Giulia
STRESA,S01016,Piemonte
STREVI,S00866,Piemonte
STRIGNO,S02315,Trentino Alto Adige
STRONCONE,S07400,Umbria
STRONGOLI,S11822,Calabria
STUTTGART HBF,S03800,
SU CANALE,S12896,Sardegna
SUBBIANO,S06082,
SULMONA,S08539,Abruzzo
SULMONA-INTRODACQUA,S08900,Abruzzo
SULZANO,N00212,
SUNO,S00018,Piemonte
SURBO,S11144,
SURBO FASCIO MERCI,S11134,
SUSA,S00260,Piemonte
SUSEGANA,S02708,Veneto
SUZZARA,S02340,Lombardia
SUZZARA V.N.,S05153,
SZEKESFEHERVAR,S03269,
TORINO P.NUOVA,S00219,Piemonte
TAGGIA ARMA,S04506,Liguria
TAGLIACOZZO,S08522,Abruzzo
TAINO ANGERA,S01122,Lombardia
TALAMONA,S01426,Lombardia
TALAMONE,S08002,Toscana
TAORMINA,S12317,Sicilia
TARANTO,S11465,Puglia
TARCENTO,S03022,Friuli-Venezia Giulia
TARGIA,S12353,Sicilia
TARQUINIA,S08009,Lazio
TARSIA,S11903,Calabria
TARVISIO BOSCOVERDE,S03015,Friuli-Venezia Giulia
TASSIGNANO,S06405,Toscana
TAURASI,S09605,Campania
TAVAZZANO,S01824,Lombardia
TEANO,S09205,Campania
TEGLIO VENETO,S02662,Veneto
TEL,S02213,
TELESE CERRETO,S09326,Campania
TEMPIO DI VULCANO,S12215,
TENDE,S00619,
TERAMO,S07900,Abruzzo
TERLANO-ANDRIANO,S02223,Trentino Alto Adige
TERME EUGANEE-ABANO-MONTEGR.,S05701,Veneto
TERME VIGLIATORE,S12040,Sicilia
TERMINI IMERESE,S12014,Sicilia
TERMOLI,S11019,Molise
TERNATE VARANO BORGHI,S01143,Lombardia
TERNI,S07226,Umbria
TERNI COSPEA,S07430,Umbria
TERNO,S01504,Lombardia
TERONTOLA CORTONA,S06922,Toscana
TERRACINA,S08809,Lazio
TERRAROSSA - TRESANA,S06167,Toscana
TERRENOVE,S12108,Sicilia
TERRIA,S07425,Lazio
TERZIGNO,S09753,Campania
TERZO MONTABONE,S00869,Piemonte
TEZZE DI GRIGNO,S02318,Trentino Alto Adige
THIENE,S02143,Veneto
THUN,S01250,
THURIO,S11869,Calabria
TIERA,S11216,Basilicata
TIONE DEGLI ABRUZZI,S07426,Abruzzo
TIRANO,S01440,Lombardia
TISSI USINI,S12813,Sardegna
TITO,S09834,Basilicata
TIVOLI,S08508,Lazio
TOCCO CASTIGLIONE,S07705,Abruzzo
TOLENTINO,S07304,Marche
TOLINE,N00216,
TOLLO CANOSA SANNITA,S07814,Abruzzo
TOMBOLO,S06720,Toscana
TOMMASO NATALE,S12131,Sicilia
TONCO ALFIANO,S00342,Piemonte
TOR SAPIENZA,S08501,Lazio
TOR VERGATA,S08655,Lazio
TORA PRESENZANO,S09202,Campania
TORANO LATTARICO,S11906,Calabria
TORCHIARA,S11706,Campania
TORINO DORA,S00224,Piemonte
TORINO LINGOTTO,S00452,Piemonte
TORINO PORTA SUSA,S00035,Piemonte
TORINO REBAUDENGO FOSSATA,S00060,
TORINO S. PAOLO,S00223,Piemonte
TORINO STURA,S00228,Piemonte
TORRALBA,S12865,Sardegna
TORRAZZA P.,S00234,Piemonte
TORRE ANNUNZIATA CENTRALE,S09806,Campania
TORRE ANNUNZIATA CITTA',S09805,Campania
TORRE DEI PASSERI,S07706,Abruzzo
TORRE DEL GRECO,S09803,Campania
TORRE DEL LAGO PUCCINI,S06015,Toscana
TORRE DE` PICENARDI,S01918,Lombardia
TORRE IN PIETRA-PALIDORO,S08019,Lazio
TORRE MELISSA,S11821,Calabria
TORRE ORSAIA,S11717,Campania
TORRE PELLICE,S00524,Piemonte
TORRE S.GIORGIO,S00545,Piemonte
TORREBERETTI,S00039,Lombardia
TORREMEZZO DI FALCONARA,S11971,
TORRENIERI,S06817,Toscana
TORRICELLA,S07011,Umbria
TORRICOLA,S08600,Lazio
TORRILE S. POLO,S01853,Lombardia
TORRITA DI SIENA,S06854,Toscana
TORTONA,S01810,Piemonte
TORTORETO LIDO,S07801,Abruzzo
TORVISCOSA,S03206,Friuli-Venezia Giulia
TOSCANO,S11961,
TRABIA,S12013,Sicilia
TRADATE,N00019,
TRANI,S11112,Puglia
TRAPANI,S12100,Sicilia
TRAPPA,S00925,Piemonte
TRAPPETO,S12123,Sicilia
TRAVEDONA BIANDRONNO,S01142,Lombardia
TRAVESIO,S03081,Friuli-Venezia Giulia
TRE CROCI,S08308,Lazio
TREBASELEGHE,S02514,Veneto
TREBISACCE,S11808,Calabria
TRECATE,S00252,Lombardia
TRECELLA,S01706,Lombardia
TREMESTIERI,S12303,Sicilia
TRENTO,S02038,Trentino Alto Adige
TREPUZZI,S11143,Puglia
TREQUANDA,S06821,
TRESENDA-APRICA-TEGLIO,S01437,Lombardia
TRESIGALLO - CORREGGI,S05172,
TREVI,S07218,Umbria
TREVIGLIO,S01708,Lombardia
TREVIGLIO OVEST,S01601,Lombardia
TREVIGNANO SIGNORESSA,S02600,Veneto
TREVISO C.,S02712,Veneto
TREZZANO S.N.,S01065,Lombardia
TRICESIMO - SAN PELAGIO,S03023,
TRIESTE AQUILINIA,S03856,Friuli-Venezia Giulia
TRIESTE CENTRALE,S03317,Friuli-Venezia Giulia
TRIESTE SERVOLA,S03854,
TRIFLISCO,S09028,
TRINITAPOLI S.FERDIN. DI P.,S11106,Puglia
TRINITA` BENE VAGIENNA,S00950,Piemonte
TRINO VERCELLESE,S00176,Piemonte
TRIUGGIO-PONTE ALBIATE,S01485,Lombardia
TRIVIGNO,S11452,Basilicata
TROFARELLO,S00455,Piemonte
TROIA CASTELLUCCIO SAURI,S09322,Puglia
TROMELLO,S00275,Lombardia
TRONZANO,S00239,Piemonte
TROPEA,S11760,Calabria
TUFARA VALLE,S09013,
TUFO,S09512,Campania
TUORO SUL TRASIMENO,S07000,Umbria
TURBIGO,N00051,
TUSA,S12022,Sicilia
TUTTINGEN,S02901,
TUTURANO,S11140,Puglia
UDINE,S03026,Friuli-Venezia Giulia
UGOVIZZA VALBRUNA,S03006,Friuli-Venezia Giulia
URAS MOGORO,S12880,Sardegna
URBISAGLIA SFORZACOSTA,S07306,Marche
URURI ROTELLO,S09467,Molise
VENEZIA SANTA LUCIA,S02593,Veneto
VERONA PORTA NUOVA,S02430,Veneto
VITERBO PORTA FIORENTINA,S08304,Lazio
VADA,S06025,Toscana
VAGLIA,S06602,Toscana
VAGLIO BASILICATA,S11450,Basilicata
VAIANO,S05136,Toscana
VAIRANO,S09203,Campania
VALCESURA,S05177,
VALDAORA - ANTERSELVA,S02110,Trentino Alto Adige
VALDIBRANA,S05117,Toscana
VALENZA,S00041,Piemonte
VALLAZZA - CARBONARA PO,S05160,
VALLE AURELIA,S08329,Lazio
VALLE DI MADDALONI,S09304,Campania
VALLE DI MERCATO S.SEVERINO,S09705,Campania
VALLE LOMELLINA,S00037,Lombardia
VALLECROSIA,S04502,Liguria
VALLEDOLMO,S12231,Sicilia
VALLELUNGA,S12232,Sicilia
VALLO DELLA LUC. CASTELNUOVO,S11709,Campania
VALLORBE,S01103,
VALMADONNA,S00042,Piemonte
VALMADRERA,S01463,Lombardia
VALMONTONE,S08656,Lazio
VALPERGA,S00887,
VALTOPINA,S07214,Umbria
VANDOIES,S02103,Trentino Alto Adige
VANZAGHELLO - MAGNAGO,N00049,
VANZAGO POGLIANO,S01036,Lombardia
VAPRIO D`AGOGNA,S00022,Piemonte
VARALLO POMBIA,S00982,Piemonte
VARALLO SESIA,S00100,Piemonte
VARANO,S07500,Marche
VARAZZE,S04531,Liguria
VAREDO,S01084,
VARENNA ESINO,S01411,Lombardia
VARESE,S01205,Lombardia
VARESE CASBENO,N00025,
VARESE NORD,N00024,
VARIGNANA,S05052,Emilia Romagna
VASTO S.SALVO,S07824,Abruzzo
VASTOGIRARDI,S08913,Molise
VE ASSEGGIANO,S02513,Veneto
VEDANO,N00022,
VELLETRI,S08734,Lazio
VELLO,N00215,
VENAFRO,S09060,Molise
VENARIA,S00085,
VENEGONO INF.,N00020,
VENEGONO SUP. - CASTIGLIO,N00021,
VENETICO,S12047,Sicilia
VENEZIA CARPENEDO,S02672,Veneto
VENEZIA MARGHERA SCALO,S02515,
VENEZIA MARITTIMA,S02594,Veneto
VENEZIA MESTRE,S02589,Veneto
VENEZIA PORTO MARGHERA,S02592,Veneto
VENOSA - MASCHITO,S11302,Basilicata
VENTIMIGLIA,S04501,Liguria
VENZONE,S03018,Friuli-Venezia Giulia
VERBANIA-PALLANZA,S01013,Piemonte
VERCEIA,S01404,Lombardia
VERCELLI,S00245,Piemonte
VERCURAGO S.GIROLAMO,S01523,Lombardia
VERDELLO DALMINE,S01600,Lombardia
VERGATO,S05107,Emilia Romagna
VERGIATE,S01027,Lombardia
VERGNASCO,S00073,Piemonte
VERNANTE,S00616,Piemonte
VERNAZZA,S04733,Liguria
VERNIO MONTEPIANO CANTAGALLO,S05135,Toscana
